mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50	12C/13C	14N/15N	d29Si	d30Si	d33S	d34S	d25Mg	26Al/27Al	d44Ca	d46Ti	d47Ti	d49Ti	d50Ti
6.81077	0.0455552	1.93E-10	4.39E-10	6.62E-10	8.02E-10	0.0474186	2.97E-05	0.000292284	2.07E-09	3.38E-05	0.00101176	0.281062	0.00248406	0.00313235	5.44E-10	0.177095	0.00617857	0.00818916	0.00226174	1.19E-23	5.12E-15	9.67E-07	2.27E-07	5.06E-05	1.29E-12	7.10E-09	4.17E-06	7.40E-11	5.10E-06	2.73E-22	3.02E-13	2.66E-07	0	1.35E-18	5.81E-08	255516437	1	0	0	4	1	0.005	0.335	0.018	96.24	8.28	0.696	0
6.81267	0.0976656	7.19E-10	3.18E-10	1.12E-09	4.38E-10	0.0892519	8.45E-05	0.000733808	1.45E-08	5.18E-05	0.00195548	0.286252	0.00526472	0.00709076	3.90E-09	0.128969	0.00499874	0.00462742	0.00092735	8.59E-21	5.31E-13	1.81E-06	6.40E-07	1.92E-05	3.63E-11	5.67E-08	3.81E-06	1.89E-09	5.80E-06	1.42E-19	2.23E-11	8.01E-07	6.03E-25	6.87E-16	4.18E-07	147083953	4	0	1	5	1	0.007	0.417	0.083	32.98	6.74	1.843	1
6.81458	0.193584	1.68E-09	3.72E-10	3.04E-09	4.87E-10	0.133277	0.000253084	0.00133411	4.86E-08	6.67E-05	0.00246795	0.243492	0.0079888	0.00912998	1.01E-08	0.0800669	0.0031932	0.00292167	0.000312174	1.03E-18	9.72E-12	1.79E-06	7.80E-07	6.50E-06	2.37E-10	1.57E-07	2.65E-06	1.24E-08	5.04E-06	1.27E-17	3.74E-10	1.47E-06	2.56E-22	5.97E-14	1.85E-06	124757435	8	1	1	5	1	0.014	0.589	0.242	13.92	5.62	3.870	5
6.81476	0.207807	1.64E-09	3.74E-10	3.08E-09	5.12E-10	0.133899	0.000252543	0.00139045	4.98E-08	7.01E-05	0.00243047	0.246095	0.00812491	0.00899382	9.48E-09	0.0822255	0.00326036	0.00283684	0.000329043	1.22E-18	1.01E-11	1.89E-06	8.27E-07	6.81E-06	2.48E-10	1.67E-07	2.94E-06	1.30E-08	5.48E-06	1.50E-17	3.87E-10	1.56E-06	3.34E-22	7.00E-14	1.80E-06	137360503	7	1	1	5	1	0.014	0.624	0.243	13.42	5.71	3.794	4
6.81493	0.221622	1.66E-09	3.79E-10	3.21E-09	5.29E-10	0.133881	0.000258028	0.00144583	5.24E-08	7.20E-05	0.00239574	0.24493	0.00825539	0.00893018	9.50E-09	0.0818132	0.00323624	0.00278792	0.000321254	1.58E-18	1.14E-11	1.94E-06	8.59E-07	6.73E-06	2.73E-10	1.79E-07	3.06E-06	1.43E-08	5.75E-06	1.99E-17	4.38E-10	1.67E-06	4.90E-22	8.98E-14	1.85E-06	144692103	7	1	1	5	1	0.015	0.658	0.255	12.72	5.68	3.866	4
6.81528	0.24976	1.72E-09	3.86E-10	3.51E-09	5.57E-10	0.132064	0.000269559	0.00155604	5.89E-08	7.40E-05	0.00231369	0.241017	0.00843161	0.00882506	9.96E-09	0.0796642	0.00314166	0.00274581	0.000290658	2.73E-18	1.48E-11	1.98E-06	9.22E-07	6.39E-06	3.35E-10	2.05E-07	3.20E-06	1.76E-08	6.25E-06	3.86E-17	5.86E-10	1.91E-06	1.18E-21	1.54E-13	1.97E-06	157066260	8	1	1	5	1	0.015	0.732	0.288	11.26	5.49	4.071	4
6.81598	0.305207	1.89E-09	4.05E-10	4.48E-09	5.93E-10	0.125093	0.000304852	0.00177167	7.94E-08	7.21E-05	0.00215987	0.22839	0.00829218	0.0088126	1.33E-08	0.0702116	0.00277057	0.00283983	0.000193133	8.31E-18	2.44E-11	1.93E-06	1.01E-06	5.30E-06	5.74E-10	2.83E-07	3.33E-06	3.22E-08	7.55E-06	3.39E-16	1.62E-09	2.55E-06	1.65E-20	7.08E-13	2.32E-06	175163787	9	1	1	5	1	0.018	0.886	0.422	8.04	4.82	4.492	4
6.81737	0.397911	1.95E-09	4.06E-10	5.65E-09	6.50E-10	0.108524	0.000297008	0.00192131	1.16E-07	6.02E-05	0.00204067	0.219871	0.00550785	0.00950157	2.42E-08	0.0580146	0.00225013	0.00338844	8.17E-05	1.90E-16	2.11E-11	1.97E-06	1.21E-06	5.54E-06	2.40E-09	7.67E-07	5.51E-06	1.43E-07	1.03E-05	2.66E-14	1.51E-08	2.90E-06	1.43E-16	1.51E-11	1.98E-06	221187573	10	0	1	5	1	0.021	1.008	1.020	6.26	6.10	3.732	3
6.81772	0.414484	1.61E-09	4.14E-10	5.15E-09	7.33E-10	0.104727	0.000252661	0.00181574	1.07E-07	5.76E-05	0.00204328	0.226119	0.00461042	0.00973627	2.31E-08	0.0585061	0.00221967	0.00353952	7.11E-05	8.14E-16	2.31E-11	2.02E-06	1.27E-06	5.94E-06	3.13E-09	9.32E-07	6.29E-06	1.77E-07	1.03E-05	5.06E-14	2.08E-08	2.65E-06	2.70E-15	2.76E-11	1.71E-06	279082579	8	0	1	5	1	0.018	0.952	1.198	6.65	6.98	3.407	2
6.81807	0.427928	1.32E-09	4.65E-10	4.38E-09	9.34E-10	0.101425	0.000204286	0.00163093	8.92E-08	5.38E-05	0.00205938	0.23371	0.00384762	0.0099783	1.97E-08	0.0594454	0.00219145	0.00367842	6.25E-05	3.17E-15	3.36E-11	2.06E-06	1.34E-06	6.33E-06	4.17E-09	1.11E-06	6.94E-06	2.14E-07	1.00E-05	8.50E-14	2.76E-08	2.39E-06	2.29E-14	8.04E-11	1.47E-06	352496021	6	0	1	4	1	0.015	0.850	1.395	7.24	7.96	3.153	2
6.81842	0.438563	9.57E-10	5.45E-10	3.48E-09	1.23E-09	0.0983842	0.000160074	0.00138204	6.64E-08	4.76E-05	0.00209714	0.24262	0.00325221	0.0101972	1.55E-08	0.0606892	0.00215967	0.00380252	5.48E-05	1.18E-14	6.11E-11	2.14E-06	1.43E-06	6.70E-06	5.85E-09	1.30E-06	7.38E-06	2.57E-07	9.49E-06	1.36E-13	3.61E-08	2.13E-06	1.21E-13	2.96E-10	1.25E-06	496241363	4	0	1	4	1	0.012	0.708	1.649	8.06	9.03	2.966	2
6.81877	0.44678	6.79E-10	5.93E-10	2.59E-09	1.45E-09	0.0951561	0.000124375	0.0010917	4.41E-08	3.86E-05	0.00217832	0.252809	0.00281675	0.0103623	1.19E-08	0.0622445	0.00212522	0.00391505	4.78E-05	4.20E-14	1.25E-10	2.26E-06	1.53E-06	6.98E-06	8.65E-09	1.51E-06	7.58E-06	3.07E-07	8.75E-06	2.20E-13	4.67E-08	1.88E-06	4.57E-13	8.65E-10	1.06E-06	712722027	2	0	1	4	1	0.010	0.539	2.003	9.08	10.18	2.837	2
6.81912	0.453016	4.43E-10	5.66E-10	1.85E-09	1.47E-09	0.0912963	9.73E-05	0.000793803	2.66E-08	2.90E-05	0.00231441	0.264245	0.00250551	0.0104512	9.33E-09	0.0641576	0.0020889	0.00402194	4.13E-05	1.46E-13	2.68E-10	2.45E-06	1.63E-06	7.15E-06	1.34E-08	1.74E-06	7.51E-06	3.65E-07	7.85E-06	3.93E-13	5.97E-08	1.64E-06	1.41E-12	1.93E-09	9.00E-07	1108432447	2	0	1	4	1	0.008	0.369	2.504	10.32	11.41	2.761	2
6.81947	0.456037	2.54E-10	4.37E-10	1.21E-09	1.17E-09	0.0834376	7.00E-05	0.000523512	1.44E-08	2.06E-05	0.00243315	0.281557	0.00219148	0.0103351	6.99E-09	0.0693333	0.00210712	0.00417837	3.80E-05	3.44E-13	4.59E-10	2.60E-06	1.63E-06	7.21E-06	1.85E-08	1.89E-06	7.37E-06	3.98E-07	6.96E-06	6.73E-13	6.92E-08	1.40E-06	3.03E-12	3.16E-09	7.59E-07	1947546973	2	0	1	4	1	0.006	0.232	2.885	11.60	12.76	2.664	1
6.81947	0.450581	1.80E-10	3.28E-10	8.71E-10	8.80E-10	0.0727781	5.12E-05	0.000485864	1.19E-08	1.90E-05	0.00225398	0.296763	0.00192383	0.00986315	5.60E-09	0.0799167	0.00229912	0.00435007	4.76E-05	1.03E-13	2.07E-10	2.30E-06	1.40E-06	7.36E-06	1.14E-08	1.61E-06	7.93E-06	3.07E-07	7.23E-06	3.66E-13	5.07E-08	1.32E-06	1.55E-12	2.23E-09	7.09E-07	2719247596	1	0	1	3	1	0.005	0.233	2.045	11.23	12.82	2.424	1
6.81948	0.445098	1.23E-10	2.37E-10	6.01E-10	6.34E-10	0.0614042	3.60E-05	0.000446724	9.78E-09	1.79E-05	0.00204091	0.309499	0.00167922	0.00928994	4.48E-09	0.0924833	0.00250702	0.00454817	6.01E-05	2.76E-14	8.70E-11	2.04E-06	1.18E-06	7.40E-06	6.76E-09	1.34E-06	8.46E-06	2.30E-07	7.48E-06	1.98E-13	3.60E-08	1.23E-06	7.38E-13	1.52E-09	6.57E-07	3905348711	1	0	1	3	1	0.004	0.236	1.439	10.76	12.87	2.189	1
6.81948	0.439587	8.24E-11	1.63E-10	3.93E-10	4.32E-10	0.0496876	2.41E-05	0.000405054	7.86E-09	1.73E-05	0.00179548	0.318847	0.00145763	0.00859224	3.58E-09	0.10746	0.00272851	0.00477556	7.62E-05	6.78E-15	3.42E-11	1.82E-06	9.82E-07	7.34E-06	3.85E-09	1.09E-06	8.94E-06	1.67E-07	7.70E-06	1.11E-13	2.47E-08	1.13E-06	3.31E-13	9.95E-10	6.01E-07	5781605114	1	0	1	3	1	0.004	0.244	1.011	10.23	12.91	1.962	1
6.81949	0.434026	5.31E-11	1.05E-10	2.36E-10	2.76E-10	0.0380868	1.51E-05	0.000359078	6.16E-09	1.70E-05	0.00152157	0.323514	0.00125886	0.00774085	2.85E-09	0.125447	0.00296151	0.00503243	9.77E-05	1.50E-15	1.24E-11	1.64E-06	7.97E-07	7.18E-06	2.10E-09	8.66E-07	9.37E-06	1.18E-07	7.88E-06	6.64E-14	1.63E-08	1.03E-06	1.38E-13	6.27E-10	5.43E-07	8848710850	1	0	1	3	1	0.003	0.257	0.711	9.65	12.96	1.745	1
6.81949	0.428381	3.33E-11	6.06E-11	1.21E-10	1.61E-10	0.0272128	8.71E-06	0.000306366	4.64E-09	1.70E-05	0.00122702	0.321849	0.00108225	0.00670905	2.24E-09	0.147164	0.00320003	0.00530961	0.000126949	2.94E-16	4.11E-12	1.51E-06	6.33E-07	6.93E-06	1.09E-09	6.68E-07	9.72E-06	7.95E-08	8.00E-06	4.38E-14	1.03E-08	9.21E-07	5.26E-14	3.77E-10	4.84E-07	13928580718	1	0	1	3	1	0.002	0.274	0.502	9.03	13.01	1.539	1
6.8195	0.422605	2.40E-11	2.79E-11	4.48E-11	7.95E-11	0.0178226	4.47E-06	0.00024299	3.25E-09	1.64E-05	0.000926527	0.311985	0.000923246	0.00549459	1.71E-09	0.173297	0.00342972	0.00557569	0.000168122	5.14E-17	1.23E-12	1.42E-06	4.91E-07	6.58E-06	5.32E-10	4.98E-07	9.98E-06	5.14E-08	8.07E-06	3.13E-14	6.16E-09	8.11E-07	1.82E-14	2.14E-10	4.23E-07	19038002783	1	0	0	2	1	0.002	0.291	0.358	8.41	13.05	1.343	1
6.81951	0.416637	2.85E-11	8.83E-12	9.50E-12	2.82E-11	0.0106706	1.98E-06	0.000167702	1.94E-09	1.47E-05	0.000646055	0.292521	0.00076831	0.00416615	1.20E-09	0.203993	0.00362156	0.00575715	0.000227544	8.21E-18	3.40E-13	1.39E-06	3.72E-07	6.18E-06	2.46E-10	3.58E-07	1.01E-05	3.15E-08	8.05E-06	2.14E-14	3.49E-09	6.99E-07	5.64E-15	1.14E-10	3.62E-07	15826194968	1	0	0	2	1	0.001	0.293	0.258	7.84	13.12	1.160	1
6.81951	0.41043	3.94E-11	1.95E-12	1.49E-12	6.64E-12	0.00611389	7.65E-07	9.75E-05	8.96E-10	1.16E-05	0.000422754	0.264083	0.000605273	0.00290474	7.20E-10	0.237922	0.00373351	0.00573702	0.000314396	1.24E-18	8.90E-14	1.39E-06	2.75E-07	5.76E-06	1.07E-10	2.48E-07	1.01E-05	1.83E-08	7.89E-06	1.24E-14	1.87E-09	5.86E-07	1.60E-15	5.78E-11	3.04E-07	11288584282	1	0	0	2	1	0.001	0.268	0.187	7.37	13.22	0.991	1
6.81952	0.403985	4.98E-11	3.96E-13	2.88E-13	1.32E-12	0.00374901	2.95E-07	5.22E-05	3.44E-10	8.22E-06	0.000281933	0.23033	0.000450438	0.00193442	3.64E-10	0.272027	0.00373828	0.00543185	0.000440639	1.79E-19	2.36E-14	1.42E-06	2.00E-07	5.35E-06	4.45E-11	1.67E-07	9.89E-06	1.02E-08	7.59E-06	6.02E-15	9.59E-10	4.77E-07	4.21E-16	2.79E-11	2.50E-07	8780949314	1	0	0	2	0	0.001	0.223	0.136	7.06	13.38	0.838	0
6.81952	0.397345	6.09E-11	9.96E-14	8.19E-14	3.00E-13	0.00270728	1.34E-07	2.90E-05	1.32E-10	5.49E-06	0.000210953	0.196033	0.000328562	0.00134193	1.70E-10	0.303069	0.003648	0.00489526	0.00062058	2.60E-20	6.90E-15	1.47E-06	1.47E-07	5.01E-06	1.80E-11	1.09E-07	9.54E-06	5.46E-09	7.19E-06	2.59E-15	4.75E-10	3.80E-07	1.06E-16	1.30E-11	2.02E-07	7069874460	1	0	0	1	0	0.000	0.170	0.100	6.93	13.58	0.706	0
6.81953	0.390558	7.43E-11	3.28E-14	3.23E-14	8.54E-14	0.00227344	7.42E-08	1.74E-05	5.54E-11	3.61E-06	0.00017859	0.164465	0.000242744	0.00103881	8.02E-11	0.329104	0.00349633	0.00427404	0.000869572	3.99E-21	2.43E-15	1.53E-06	1.11E-07	4.77E-06	7.21E-12	7.01E-08	9.12E-06	2.86E-09	6.73E-06	1.05E-15	2.29E-10	3.00E-07	2.59E-17	5.92E-12	1.62E-07	5693094220	1	0	0	1	0	0.000	0.122	0.074	7.01	13.83	0.596	0
6.81953	0.383657	9.02E-11	1.34E-14	1.62E-14	3.00E-14	0.00207941	4.76E-08	1.14E-05	2.62E-11	2.40E-06	0.00016273	0.137032	0.000183946	0.000894098	3.99E-11	0.349499	0.00331317	0.00368406	0.00120235	7.01E-22	1.06E-15	1.61E-06	8.90E-08	4.66E-06	2.93E-12	4.43E-08	8.68E-06	1.48E-09	6.26E-06	4.09E-16	1.09E-10	2.38E-07	6.29E-18	2.65E-12	1.28E-07	4607884494	1	0	0	1	0	0.000	0.088	0.057	7.33	14.12	0.508	0
6.81954	0.376667	1.08E-10	6.45E-15	9.90E-15	1.27E-14	0.00197929	3.38E-08	7.93E-06	1.38E-11	1.61E-06	0.000153396	0.114022	0.000143285	0.000820699	2.12E-11	0.364411	0.00311764	0.00317167	0.00163166	1.56E-22	5.53E-16	1.70E-06	7.58E-08	4.71E-06	1.22E-12	2.78E-08	8.26E-06	7.65E-10	5.80E-06	1.58E-16	5.15E-11	1.90E-07	1.53E-18	1.18E-12	1.01E-07	3787272764	1	0	0	1	0	0.000	0.065	0.044	7.97	14.46	0.437	0
6.81954	0.369608	1.26E-10	3.48E-15	7.00E-15	6.29E-15	0.00192094	2.58E-08	5.87E-06	7.91E-12	1.11E-06	0.000146873	0.0951888	0.000114667	0.000776985	1.20E-11	0.374401	0.00292071	0.00274168	0.00216776	4.74E-23	3.25E-16	1.77E-06	6.82E-08	4.93E-06	5.29E-13	1.74E-08	7.89E-06	3.97E-10	5.37E-06	6.06E-17	2.42E-11	1.54E-07	3.80E-19	5.25E-13	7.95E-08	3175276099	2	0	0	1	0	0.000	0.049	0.034	8.98	14.90	0.382	0
6.81955	0.362502	1.45E-10	2.06E-15	5.52E-15	3.61E-15	0.00188484	2.10E-08	4.55E-06	4.92E-12	7.80E-07	0.000141798	0.0800617	9.42E-05	0.000745926	7.18E-12	0.380208	0.00272856	0.00238531	0.00281834	1.92E-23	2.05E-16	1.81E-06	6.38E-08	5.30E-06	2.40E-13	1.09E-08	7.59E-06	2.07E-10	4.98E-06	2.33E-17	1.14E-11	1.26E-07	9.66E-20	2.34E-13	6.23E-08	2716385029	2	0	0	1	0	0.000	0.039	0.027	10.40	15.45	0.338	0
6.81955	0.355366	1.63E-10	1.31E-15	4.70E-15	2.33E-15	0.00186233	1.80E-08	3.68E-06	3.26E-12	5.60E-07	0.000137596	0.0680946	7.92E-05	0.000720838	4.56E-12	0.382612	0.00254471	0.00209183	0.00358816	9.38E-24	1.36E-16	1.83E-06	6.11E-08	5.80E-06	1.16E-13	6.85E-09	7.37E-06	1.10E-10	4.62E-06	9.02E-18	5.44E-12	1.05E-07	2.54E-20	1.05E-13	4.88E-08	2367445812	3	0	0	1	0	0.000	0.032	0.022	12.25	16.15	0.304	0
6.81956	0.348217	1.80E-10	8.86E-16	4.22E-15	1.66E-15	0.00184876	1.61E-08	3.07E-06	2.28E-12	4.10E-07	0.000133976	0.0587456	6.80E-05	0.000698954	3.05E-12	0.382357	0.00237108	0.00185128	0.00447928	5.05E-24	9.27E-17	1.82E-06	5.91E-08	6.39E-06	6.00E-14	4.37E-09	7.23E-06	5.90E-11	4.30E-06	3.53E-18	2.61E-12	8.88E-08	6.91E-21	4.78E-14	3.82E-08	2097778315	3	0	0	1	0	0.000	0.027	0.017	14.48	17.03	0.276	0
6.81957	0.341074	1.96E-10	6.30E-16	3.91E-15	1.27E-15	0.00184133	1.50E-08	2.63E-06	1.67E-12	3.06E-07	0.000130769	0.0515186	5.96E-05	0.000679	2.14E-12	0.380098	0.00220862	0.00165467	0.00549138	2.87E-24	6.50E-17	1.79E-06	5.73E-08	7.03E-06	3.39E-14	2.85E-09	7.18E-06	3.23E-11	4.02E-06	1.40E-18	1.27E-12	7.60E-08	1.96E-21	2.21E-14	3.00E-08	1885986583	4	0	0	1	0	0.000	0.023	0.014	17.04	18.11	0.252	0
6.81957	0.333947	2.11E-10	4.67E-16	3.71E-15	1.03E-15	0.0018382	1.45E-08	2.30E-06	1.27E-12	2.33E-07	0.000127873	0.0459837	5.31E-05	0.000660346	1.57E-12	0.37639	0.00205767	0.00149403	0.00662167	1.70E-24	4.66E-17	1.73E-06	5.54E-08	7.69E-06	2.10E-14	1.90E-09	7.22E-06	1.81E-11	3.77E-06	5.67E-19	6.26E-13	6.58E-08	5.79E-22	1.03E-14	2.36E-08	1717125009	4	0	0	1	0	0.000	0.021	0.011	19.85	19.38	0.233	0
6.81958	0.32685	1.99E-10	3.59E-16	3.36E-15	7.72E-16	0.00183817	1.42E-08	2.05E-06	9.96E-13	1.80E-07	0.000125221	0.0417813	4.80E-05	0.000641896	1.19E-12	0.371685	0.00191815	0.00136243	0.00786526	1.04E-24	3.40E-17	1.66E-06	5.33E-08	8.34E-06	1.41E-14	1.31E-09	7.31E-06	1.04E-11	3.56E-06	2.35E-19	3.15E-13	5.75E-08	2.11E-22	5.07E-15	1.86E-08	1780452546	5	0	0	1	0	0.000	0.018	0.009	22.79	20.79	0.216	0
6.81958	0.319793	2.09E-10	2.85E-16	3.26E-15	6.72E-16	0.00184038	1.43E-08	1.85E-06	8.00E-13	1.41E-07	0.000122774	0.0386182	4.39E-05	0.000625095	9.32E-13	0.366334	0.0017897	0.00125403	0.00921587	6.48E-25	2.52E-17	1.58E-06	5.10E-08	8.95E-06	1.01E-14	9.33E-10	7.47E-06	6.19E-12	3.38E-06	9.93E-20	1.61E-13	5.08E-08	6.82E-23	2.47E-15	1.47E-08	1655235363	6	0	0	1	0	0.000	0.017	0.007	25.74	22.39	0.201	0
6.81959	0.312784	2.18E-10	2.32E-16	3.19E-15	5.99E-16	0.00184423	1.47E-08	1.70E-06	6.57E-13	1.12E-07	0.000120505	0.0362611	4.07E-05	0.000609105	7.50E-13	0.36061	0.00167185	0.0011641	0.0106651	4.14E-25	1.90E-17	1.49E-06	4.85E-08	9.51E-06	7.56E-15	6.89E-10	7.69E-06	3.80E-12	3.23E-06	4.29E-20	8.40E-14	4.53E-08	2.32E-23	1.23E-15	1.17E-08	1551941400	6	0	0	1	0	0.000	0.016	0.006	28.60	24.11	0.187	0
6.81959	0.305831	2.26E-10	1.93E-16	3.13E-15	5.44E-16	0.00184926	1.52E-08	1.57E-06	5.49E-13	8.95E-08	0.000118395	0.0345255	3.80E-05	0.000593928	6.18E-13	0.354716	0.00156401	0.00108885	0.0122036	2.71E-25	1.45E-17	1.40E-06	4.59E-08	1.00E-05	5.87E-15	5.27E-10	7.95E-06	2.42E-12	3.11E-06	1.91E-20	4.48E-14	4.08E-08	8.25E-24	6.27E-16	9.36E-09	1466120827	7	0	0	1	0	0.000	0.015	0.005	31.25	25.87	0.175	0
6.8196	0.298939	2.32E-10	1.65E-16	3.09E-15	5.00E-16	0.00185511	1.59E-08	1.46E-06	4.67E-13	7.25E-08	0.000116431	0.0332678	3.58E-05	0.000579592	5.19E-13	0.348804	0.00146555	0.00102533	0.0138212	1.81E-25	1.13E-17	1.31E-06	4.33E-08	1.05E-05	4.67E-15	4.16E-10	8.23E-06	1.60E-12	3.01E-06	8.72E-21	2.45E-14	3.71E-08	3.08E-24	3.27E-16	7.52E-09	1394459132	7	0	0	1	0	0.000	0.014	0.004	33.63	27.64	0.164	0
6.8196	0.292118	2.37E-10	1.43E-16	3.04E-15	4.64E-16	0.00186149	1.68E-08	1.37E-06	4.02E-13	5.92E-08	0.000114602	0.0323759	3.39E-05	0.000566129	4.43E-13	0.342975	0.00137579	0.000971268	0.0155067	1.24E-25	8.85E-18	1.22E-06	4.08E-08	1.08E-05	3.77E-15	3.38E-10	8.53E-06	1.11E-12	2.94E-06	4.11E-21	1.37E-14	3.41E-08	1.21E-24	1.75E-16	6.09E-09	1334440232	7	0	0	0	0	0.000	0.013	0.003	35.69	29.36	0.155	0
6.81961	0.28537	2.41E-10	1.25E-16	3.00E-15	4.34E-16	0.00186812	1.77E-08	1.29E-06	3.51E-13	4.88E-08	0.000112897	0.0317632	3.24E-05	0.00055355	3.84E-13	0.337303	0.00129408	0.000924889	0.0172493	8.67E-26	7.07E-18	1.14E-06	3.84E-08	1.12E-05	3.09E-15	2.82E-10	8.85E-06	7.93E-13	2.89E-06	2.00E-21	7.86E-15	3.16E-08	4.97E-25	9.59E-17	4.96E-09	1284142281	8	0	0	0	0	0.000	0.012	0.003	37.39	30.98	0.146	0
6.81961	0.2787	2.43E-10	1.11E-16	2.95E-15	4.09E-16	0.00187481	1.88E-08	1.22E-06	3.10E-13	3.33E-08	0.000111307	0.0313634	3.11E-05	0.000541873	3.38E-13	0.33184	0.0012198	0.000884881	0.0190364	6.21E-26	5.73E-18	1.06E-06	3.61E-08	1.14E-05	2.56E-15	2.40E-10	9.17E-06	5.91E-13	2.86E-06	1.01E-21	4.64E-15	2.95E-08	2.15E-25	5.40E-17	4.08E-09	1242147227	8	0	0	0	0	0.000	0.012	0.002	38.75	32.47	0.138	0
6.81962	0.272116	2.44E-10	9.99E-17	2.90E-15	3.86E-16	0.00188134	2.00E-08	1.16E-06	2.76E-13	2.75E-08	0.000109823	0.0311239	3.00E-05	0.000531082	3.00E-13	0.326609	0.00115231	0.000850187	0.0208573	4.55E-26	4.71E-18	9.89E-07	3.40E-08	1.17E-05	2.14E-15	2.09E-10	9.48E-06	4.56E-13	2.84E-06	5.25E-22	2.82E-15	2.78E-08	9.72E-26	3.12E-17	3.38E-09	1207111552	8	0	0	0	0	0.000	0.011	0.002	39.78	33.82	0.131	0
6.81963	0.265621	2.44E-10	9.04E-17	2.85E-15	3.66E-16	0.00188755	2.12E-08	1.11E-06	2.48E-13	2.29E-08	0.000108435	0.031005	2.91E-05	0.000521164	2.69E-13	0.32163	0.00109105	0.000820007	0.0226999	3.41E-26	3.93E-18	9.25E-07	3.21E-08	1.18E-05	1.81E-15	1.84E-10	9.80E-06	3.63E-13	2.83E-06	2.84E-22	1.77E-15	2.65E-08	4.62E-26	1.86E-17	2.82E-09	1178188651	9	0	0	0	0	0.000	0.011	0.002	40.52	35.01	0.125	0
6.81963	0.259218	2.43E-10	8.25E-17	2.79E-15	3.47E-16	0.00189329	2.25E-08	1.07E-06	2.24E-13	1.92E-08	0.000107135	0.0309756	2.84E-05	0.000512079	2.44E-13	0.316909	0.00103547	0.000793688	0.0245536	2.61E-26	3.33E-18	8.67E-07	3.03E-08	1.20E-05	1.54E-15	1.64E-10	1.01E-05	2.96E-13	2.84E-06	1.60E-22	1.14E-15	2.54E-08	2.30E-26	1.14E-17	2.38E-09	1154633220	9	0	0	0	0	0.000	0.011	0.001	41.00	36.03	0.119	0
6.81964	0.252913	2.41E-10	7.56E-17	2.73E-15	3.30E-16	0.00189846	2.38E-08	1.02E-06	2.04E-13	1.61E-08	0.000105913	0.0310109	2.77E-05	0.000503793	2.22E-13	0.312439	0.000985039	0.000770711	0.0264078	2.05E-26	2.85E-18	8.15E-07	2.88E-08	1.22E-05	1.33E-15	1.48E-10	1.04E-05	2.48E-13	2.86E-06	9.32E-23	7.65E-16	2.46E-08	1.20E-26	7.14E-18	2.03E-09	1135804913	9	0	0	0	0	0.000	0.010	0.001	41.26	36.90	0.115	0
6.81964	0.24671	2.38E-10	6.96E-17	2.66E-15	3.14E-16	0.00190294	2.52E-08	9.87E-07	1.87E-13	1.37E-08	0.000104762	0.0310922	2.72E-05	0.000496257	2.05E-13	0.308217	0.000939294	0.000750649	0.0282525	1.63E-26	2.48E-18	7.68E-07	2.74E-08	1.23E-05	1.16E-15	1.35E-10	1.07E-05	2.12E-13	2.88E-06	5.67E-23	5.28E-16	2.39E-08	6.56E-27	4.62E-18	1.75E-09	1121208371	9	0	0	0	0	0.000	0.010	0.001	41.33	37.63	0.111	0
6.81965	0.240613	2.35E-10	6.44E-17	2.58E-15	2.99E-16	0.00190666	2.66E-08	9.52E-07	1.73E-13	1.16E-08	0.000103672	0.0312048	2.67E-05	0.000489416	1.90E-13	0.30423	0.000897782	0.000733134	0.0300792	1.33E-26	2.19E-18	7.27E-07	2.62E-08	1.24E-05	1.02E-15	1.25E-10	1.10E-05	1.84E-13	2.92E-06	3.59E-23	3.77E-16	2.35E-08	3.75E-27	3.07E-18	1.52E-09	1110427973	9	0	0	0	0	0.000	0.010	0.001	41.27	38.22	0.107	0
6.81965	0.234621	2.30E-10	5.97E-17	2.51E-15	2.84E-16	0.00190956	2.81E-08	9.21E-07	1.60E-13	9.94E-09	0.000102637	0.0313375	2.63E-05	0.00048322	1.77E-13	0.30047	0.000860112	0.000717873	0.0318789	1.10E-26	1.95E-18	6.91E-07	2.51E-08	1.26E-05	9.07E-16	1.16E-10	1.13E-05	1.63E-13	2.96E-06	2.37E-23	2.78E-16	2.32E-08	2.24E-27	2.10E-18	1.34E-09	1103113309	10	0	0	0	0	0.000	0.009	0.001	41.08	38.70	0.105	0
6.81966	0.228743	2.25E-10	5.55E-17	2.43E-15	2.71E-16	0.00191161	2.96E-08	8.92E-07	1.49E-13	8.54E-09	0.000101651	0.0314808	2.60E-05	0.000477619	1.65E-13	0.296916	0.000825904	0.000704604	0.0336443	9.23E-27	1.76E-18	6.60E-07	2.42E-08	1.27E-05	8.15E-16	1.09E-10	1.16E-05	1.46E-13	3.01E-06	1.63E-23	2.12E-16	2.30E-08	1.40E-27	1.48E-18	1.19E-09	1098937523	10	0	0	0	0	0.000	0.009	0.001	40.79	39.06	0.102	0
